### iter_0_a_-1.0_b_-1.0 ###
                  Sector                              author  mean_performance  count      month
4457          Technology                  Geojit BNP Paribas          0.001615      1 2020-10-01
4458          Technology            ICICI Securities Limited         -0.008844     18 2020-10-01
4459          Technology                        IDBI Capital         -0.008576      4 2020-10-01
4460          Technology                           KRChoksey         -0.014098      2 2020-10-01
4461          Technology                       Motilal Oswal         -0.005601      7 2020-10-01
4462          Technology                 Prabhudas Lilladhar         -0.011152      6 2020-10-01
4463          Technology                           Sharekhan         -0.011249      9 2020-10-01
4464  Telecommunications                         Axis Direct         -0.065463      1 2020-10-01
4465  Telecommunications                  Geojit BNP Paribas         -0.001001      1 2020-10-01
4466  Telecommunications            ICICI Securities Limited         -0.065463      1 2020-10-01
4467  Telecommunications                        IDBI Capital          0.065463      1 2020-10-01
4468  Telecommunications                       Motilal Oswal          0.017244      1 2020-10-01
4469  Telecommunications                 Prabhudas Lilladhar          0.017244      1 2020-10-01
4470      Transportation            BOB Capital Markets Ltd.         -0.008743      1 2020-10-01
4471      Transportation                       Motilal Oswal         -0.002890      1 2020-10-01
4472             Unknown                         Axis Direct          0.028094      1 2020-10-01
4473             Unknown            BOB Capital Markets Ltd.         -0.016867      1 2020-10-01
4474             Unknown                       Dolat Capital         -0.000541      1 2020-10-01
4475             Unknown                  Geojit BNP Paribas          0.008290      1 2020-10-01
4476             Unknown            ICICI Securities Limited          0.004007      3 2020-10-01
4477             Unknown                        IDBI Capital          0.023342      1 2020-10-01
4478             Unknown                 Prabhudas Lilladhar         -0.009073      2 2020-10-01
4479             Unknown                           Sharekhan          0.023342      1 2020-10-01
4480           Utilities            BOB Capital Markets Ltd.          0.039157      1 2020-10-01
4481           Utilities                       Dolat Capital         -0.020314      2 2020-10-01
4482           Utilities            ICICI Securities Limited         -0.031321      2 2020-10-01
4483           Utilities                        IDBI Capital          0.018127      1 2020-10-01
4484           Utilities                           Sharekhan         -0.020314      2 2020-10-01
4485         Agriculture                       Dolat Capital         -0.015939      1 2020-11-01
4486         Agriculture            ICICI Securities Limited         -0.014463      1 2020-11-01
4487      Consumer Goods                         Axis Direct          0.014753      1 2020-11-01
4488      Consumer Goods            BOB Capital Markets Ltd.          0.021795      2 2020-11-01
4489      Consumer Goods                       Dolat Capital          0.009994      5 2020-11-01
4490      Consumer Goods                           Edelweiss         -0.012924      2 2020-11-01
4491      Consumer Goods                  Geojit BNP Paribas          0.000768      4 2020-11-01
4492      Consumer Goods            ICICI Securities Limited         -0.006432      6 2020-11-01
4493      Consumer Goods                        IDBI Capital          0.008504      3 2020-11-01
4494      Consumer Goods                               Karvy          0.010256      1 2020-11-01
4495      Consumer Goods                       Motilal Oswal         -0.006062      6 2020-11-01
4496      Consumer Goods                 Prabhudas Lilladhar         -0.031546      2 2020-11-01
4497      Consumer Goods                           Sharekhan         -0.006247      3 2020-11-01
4498              Energy                     Arihant Capital          0.012094      1 2020-11-01
4499              Energy                         Axis Direct          0.021821      3 2020-11-01
4500              Energy            BOB Capital Markets Ltd.          0.001575      1 2020-11-01
4501              Energy                       Dolat Capital         -0.002775      5 2020-11-01
4502              Energy                           Edelweiss          0.002448      2 2020-11-01
4503              Energy                  Geojit BNP Paribas          0.003860      4 2020-11-01
4504              Energy            ICICI Securities Limited         -0.002163      8 2020-11-01
4505              Energy                        IDBI Capital          0.001994      2 2020-11-01
4506              Energy                       Motilal Oswal          0.013201      6 2020-11-01
4507              Energy                 Prabhudas Lilladhar         -0.001575      1 2020-11-01
4508             Finance                     Arihant Capital         -0.005406      2 2020-11-01
4509             Finance                         Axis Direct          0.003987     12 2020-11-01
4510             Finance            BOB Capital Markets Ltd.          0.005045      7 2020-11-01
4511             Finance                           BP Wealth         -0.053043      1 2020-11-01
4512             Finance                 Chola Wealth Direct          0.009593      3 2020-11-01
4513             Finance                       Dolat Capital         -0.002142      8 2020-11-01
4514             Finance                           Edelweiss          0.031248      2 2020-11-01
4515             Finance                               Emkay          0.012269      1 2020-11-01
4516             Finance                  Geojit BNP Paribas          0.010432     15 2020-11-01
4517             Finance            ICICI Securities Limited         -0.003639     12 2020-11-01
4518             Finance                        IDBI Capital          0.010506      7 2020-11-01
4519             Finance                           KRChoksey          0.007046      1 2020-11-01
4520             Finance                               Karvy          0.015041      2 2020-11-01
4521             Finance                      LKP Securities          0.020707      2 2020-11-01
4522             Finance    Monarch Networth Capital Limited         -0.010658      3 2020-11-01
4523             Finance                       Motilal Oswal         -0.005349     12 2020-11-01
4524             Finance                 Prabhudas Lilladhar         -0.010033      4 2020-11-01
4525             Finance                           Sharekhan          0.009607      5 2020-11-01
4526             Finance                          Way2Wealth         -0.012182      1 2020-11-01
4527             Finance                      Yes Securities         -0.022483      3 2020-11-01
4528          Healthcare                         Axis Direct          0.004428      3 2020-11-01
4529          Healthcare            BOB Capital Markets Ltd.         -0.003801      6 2020-11-01
4530          Healthcare                           BP Wealth         -0.005198      1 2020-11-01
4531          Healthcare                 Chola Wealth Direct         -0.002417      1 2020-11-01
4532          Healthcare                       Dolat Capital         -0.000651     10 2020-11-01
4533          Healthcare           East India Securities Ltd          0.010969      1 2020-11-01
4534          Healthcare                           Edelweiss          0.009476      3 2020-11-01
4535          Healthcare                  Geojit BNP Paribas          0.001677     11 2020-11-01
4536          Healthcare            ICICI Securities Limited         -0.010294     20 2020-11-01
4537          Healthcare                        IDBI Capital         -0.000812      2 2020-11-01
4538          Healthcare                           KRChoksey         -0.007838      1 2020-11-01
4539          Healthcare                       Motilal Oswal         -0.011059     12 2020-11-01
4540          Healthcare                 Prabhudas Lilladhar          0.015404      8 2020-11-01
4541          Healthcare                           Sharekhan         -0.002179      5 2020-11-01
4542          Healthcare                      Yes Securities          0.007401      2 2020-11-01
4543       Manufacturing                     Ashika Research         -0.008714      1 2020-11-01
4544       Manufacturing                         Axis Direct          0.000334     15 2020-11-01
4545       Manufacturing            BOB Capital Markets Ltd.          0.004880     13 2020-11-01
4546       Manufacturing                           BP Wealth          0.097871      1 2020-11-01
4547       Manufacturing                       CD Equisearch          0.005994      1 2020-11-01
4548       Manufacturing                 Chola Wealth Direct         -0.009434      6 2020-11-01
4549       Manufacturing                       Dolat Capital         -0.004413     21 2020-11-01
4550       Manufacturing           East India Securities Ltd         -0.013586      1 2020-11-01
4551       Manufacturing                           Edelweiss          0.008274      5 2020-11-01
4552       Manufacturing                               Emkay          0.084814      1 2020-11-01
4553       Manufacturing                  Geojit BNP Paribas          0.009098     13 2020-11-01
4554       Manufacturing            ICICI Securities Limited          0.009127     34 2020-11-01
4555       Manufacturing                        IDBI Capital          0.009855     10 2020-11-01
4556       Manufacturing    Monarch Networth Capital Limited         -0.000100      3 2020-11-01
4557       Manufacturing                       Motilal Oswal          0.004989     13 2020-11-01
4558       Manufacturing                 Prabhudas Lilladhar          0.009046     10 2020-11-01
4559       Manufacturing                           Sharekhan         -0.000725      3 2020-11-01
4560       Manufacturing                          Way2Wealth         -0.013149      1 2020-11-01
4561       Manufacturing                      Yes Securities          0.006935      1 2020-11-01
4562         Real Estate            ICICI Securities Limited         -0.049363      1 2020-11-01
4563         Real Estate                       Motilal Oswal          0.028286      1 2020-11-01
4564          Technology                     Arihant Capital          0.000774      1 2020-11-01
4565          Technology                     Ashika Research          0.012717      2 2020-11-01
4566          Technology                         Axis Direct         -0.013861      6 2020-11-01
4567          Technology            BOB Capital Markets Ltd.         -0.007946      2 2020-11-01
4568          Technology                 Chola Wealth Direct          0.050730      1 2020-11-01
4569          Technology                       Dolat Capital         -0.001827     10 2020-11-01
4570          Technology                           Edelweiss          0.006665      4 2020-11-01
4571          Technology                  Geojit BNP Paribas         -0.008383      4 2020-11-01
4572          Technology            ICICI Securities Limited         -0.003964     17 2020-11-01
4573          Technology                        IDBI Capital          0.009925      2 2020-11-01
4574          Technology                      LKP Securities         -0.021925      3 2020-11-01
4575          Technology                       Motilal Oswal          0.019104      6 2020-11-01
4576          Technology                 Prabhudas Lilladhar         -0.002569      9 2020-11-01
4577          Technology                           Sharekhan         -0.011098      3 2020-11-01
4578          Technology                          Way2Wealth          0.008982      2 2020-11-01
4579  Telecommunications                         Axis Direct          0.006077      1 2020-11-01
4580  Telecommunications                       Dolat Capital         -0.020183      1 2020-11-01
4581  Telecommunications                  Geojit BNP Paribas         -0.003704      1 2020-11-01
4582  Telecommunications            ICICI Securities Limited         -0.019085      2 2020-11-01
4583  Telecommunications                      LKP Securities         -0.011685      1 2020-11-01
4584      Transportation            BOB Capital Markets Ltd.          0.028972      1 2020-11-01
4585             Unknown                         Axis Direct          0.014001      3 2020-11-01
4586             Unknown                       Dolat Capital         -0.015629      3 2020-11-01
4587             Unknown                  Geojit BNP Paribas          0.012353      1 2020-11-01
4588             Unknown            ICICI Securities Limited          0.000582      5 2020-11-01
4589             Unknown                               Karvy         -0.002233      1 2020-11-01
4590             Unknown                 Prabhudas Lilladhar         -0.014697      1 2020-11-01
4591           Utilities                  Geojit BNP Paribas         -0.005030      2 2020-11-01
4592      Consumer Goods            BOB Capital Markets Ltd.         -0.032870      2 2020-12-01
4593      Consumer Goods                        IDBI Capital         -0.004468      1 2020-12-01
4594      Consumer Goods                           Sharekhan         -0.023576      1 2020-12-01
4595              Energy                         Axis Direct          0.002455      5 2020-12-01
4596              Energy                           Edelweiss         -0.000195      1 2020-12-01
4597              Energy                 Prabhudas Lilladhar         -0.034721      1 2020-12-01
4598              Energy                           Sharekhan          0.049169      1 2020-12-01
4599             Finance                     Arihant Capital         -0.015717      1 2020-12-01
4600             Finance                         Axis Direct         -0.008564      6 2020-12-01
4601             Finance            BOB Capital Markets Ltd.          0.008858      3 2020-12-01
4602             Finance                       Dolat Capital         -0.007279      1 2020-12-01
4603             Finance                           Edelweiss         -0.021417      1 2020-12-01
4604             Finance            ICICI Securities Limited          0.000131     12 2020-12-01
4605             Finance                        IDBI Capital          0.005135      2 2020-12-01
4606             Finance                               Karvy          0.024308      1 2020-12-01
4607             Finance                      LKP Securities          0.066789      1 2020-12-01
4608             Finance                       Motilal Oswal          0.003813      6 2020-12-01
4609             Finance                 Prabhudas Lilladhar         -0.002837      5 2020-12-01
4610             Finance                           Sharekhan         -0.012366      3 2020-12-01
4611          Healthcare                     Ashika Research          0.001207      1 2020-12-01
4612          Healthcare                         Axis Direct         -0.000349      2 2020-12-01
4613          Healthcare            BOB Capital Markets Ltd.         -0.001175      3 2020-12-01
4614          Healthcare                           Edelweiss         -0.013307      3 2020-12-01
4615          Healthcare                  Geojit BNP Paribas          0.018328      1 2020-12-01
4616          Healthcare            ICICI Securities Limited          0.002360      5 2020-12-01
4617          Healthcare                       Motilal Oswal         -0.006706      1 2020-12-01
4618          Healthcare                 Prabhudas Lilladhar          0.016020      2 2020-12-01
4619          Healthcare                           Sharekhan          0.012456      1 2020-12-01
4620          Healthcare                          Way2Wealth         -0.012483      1 2020-12-01
4621       Manufacturing                         Axis Direct         -0.014171      3 2020-12-01
4622       Manufacturing            BOB Capital Markets Ltd.         -0.005007      2 2020-12-01
4623       Manufacturing                 Chola Wealth Direct         -0.012559      1 2020-12-01
4624       Manufacturing                  Geojit BNP Paribas          0.014258      3 2020-12-01
4625       Manufacturing            ICICI Securities Limited          0.008124     13 2020-12-01
4626       Manufacturing                 Prabhudas Lilladhar         -0.004549      3 2020-12-01
4627       Manufacturing                           Sharekhan          0.005046      3 2020-12-01
4628       Manufacturing                          Way2Wealth         -0.024105      1 2020-12-01
4629          Technology                     Ashika Research         -0.005849      1 2020-12-01
4630          Technology                         Axis Direct          0.006856      4 2020-12-01
4631          Technology                           Edelweiss          0.013612      1 2020-12-01
4632          Technology                  Geojit BNP Paribas         -0.003906      1 2020-12-01
4633          Technology            ICICI Securities Limited          0.003675      6 2020-12-01
4634          Technology                      LKP Securities          0.011801      1 2020-12-01
4635          Technology                       Motilal Oswal          0.000462      3 2020-12-01
4636          Technology                 Prabhudas Lilladhar          0.002615      3 2020-12-01
4637          Technology                           Sharekhan          0.013883      2 2020-12-01
4638          Technology                          Way2Wealth          0.010958      1 2020-12-01
4639  Telecommunications            ICICI Securities Limited         -0.011082      1 2020-12-01
4640             Unknown                         Axis Direct          0.006437      2 2020-12-01
4641             Unknown                       Dolat Capital         -0.003165      1 2020-12-01
4642             Unknown            ICICI Securities Limited         -0.000267      2 2020-12-01
4643           Utilities            ICICI Securities Limited         -0.007129      1 2020-12-01
4644      Consumer Goods                     Ashika Research          0.009289      1 2021-01-01
4645      Consumer Goods                         Axis Direct         -0.022116      1 2021-01-01
4646      Consumer Goods            BOB Capital Markets Ltd.          0.052200      1 2021-01-01
4647      Consumer Goods                           Edelweiss          0.007149      2 2021-01-01
4648      Consumer Goods                  Geojit BNP Paribas          0.011470      1 2021-01-01
4649      Consumer Goods            ICICI Securities Limited         -0.013739      4 2021-01-01
4650      Consumer Goods                        IDBI Capital         -0.022116      1 2021-01-01
4651      Consumer Goods                       Motilal Oswal         -0.022116      1 2021-01-01
4652      Consumer Goods                 Prabhudas Lilladhar         -0.010632      2 2021-01-01
4653              Energy                     Ashika Research          0.035374      2 2021-01-01
4654              Energy                         Axis Direct          0.005096      2 2021-01-01
4655              Energy                           Edelweiss          0.002590      1 2021-01-01
4656              Energy                  Geojit BNP Paribas          0.005550      2 2021-01-01
4657              Energy            ICICI Securities Limited          0.007613      4 2021-01-01
4658              Energy                        IDBI Capital         -0.000054      4 2021-01-01
4659              Energy                       Motilal Oswal         -0.008328      3 2021-01-01
4660              Energy                 Prabhudas Lilladhar          0.010085      3 2021-01-01
4661              Energy                           Sharekhan          0.015511      1 2021-01-01
4662             Finance                         Axis Direct         -0.004315     14 2021-01-01
4663             Finance            BOB Capital Markets Ltd.          0.015141     16 2021-01-01
4664             Finance                 Chola Wealth Direct          0.027429      1 2021-01-01
4665             Finance                           Edelweiss          0.003123      5 2021-01-01
4666             Finance                               Emkay          0.010514      2 2021-01-01
4667             Finance                  Geojit BNP Paribas          0.002157     12 2021-01-01
4668             Finance                     HDFC Securities          0.000073      1 2021-01-01
4669             Finance            ICICI Securities Limited         -0.003161     23 2021-01-01
4670             Finance                        IDBI Capital         -0.004923     12 2021-01-01
4671             Finance                               Karvy          0.010238      2 2021-01-01
4672             Finance                      LKP Securities         -0.001025      7 2021-01-01
4673             Finance    Monarch Networth Capital Limited         -0.011914      2 2021-01-01
4674             Finance                       Motilal Oswal          0.005506     16 2021-01-01
4675             Finance                 Prabhudas Lilladhar         -0.007793     22 2021-01-01
4676             Finance                           Sharekhan          0.013307      1 2021-01-01
4677             Finance                          Way2Wealth          0.006932      1 2021-01-01
4678          Healthcare                         Axis Direct         -0.010161      2 2021-01-01
4679          Healthcare            BOB Capital Markets Ltd.         -0.026889      4 2021-01-01
4680          Healthcare                           BP Wealth         -0.036686      1 2021-01-01
4681          Healthcare                 Chola Wealth Direct         -0.035685      1 2021-01-01
4682          Healthcare                           Edelweiss          0.003205      3 2021-01-01
4683          Healthcare            ICICI Securities Limited         -0.012482      8 2021-01-01
4684          Healthcare                       Motilal Oswal         -0.006225      4 2021-01-01
4685          Healthcare                 Prabhudas Lilladhar          0.000141      3 2021-01-01
4686       Manufacturing                         Axis Direct         -0.007380      9 2021-01-01
4687       Manufacturing            BOB Capital Markets Ltd.         -0.037254      5 2021-01-01
4688       Manufacturing                           BP Wealth         -0.017068      2 2021-01-01
4689       Manufacturing                       CD Equisearch         -0.011591      2 2021-01-01
4690       Manufacturing                 Chola Wealth Direct          0.038819      1 2021-01-01
4691       Manufacturing                           Edelweiss          0.007025      2 2021-01-01
4692       Manufacturing                  Geojit BNP Paribas          0.007070      6 2021-01-01
4693       Manufacturing            ICICI Securities Limited          0.000555     19 2021-01-01
4694       Manufacturing                        IDBI Capital         -0.011173      7 2021-01-01
4695       Manufacturing                      LKP Securities         -0.011799      2 2021-01-01
4696       Manufacturing                       Motilal Oswal          0.000306      8 2021-01-01
4697       Manufacturing                 Prabhudas Lilladhar         -0.006729     12 2021-01-01
4698       Manufacturing                           Sharekhan          0.017460      1 2021-01-01
4699       Manufacturing                          Way2Wealth         -0.005267      1 2021-01-01
4700          Technology                         Axis Direct         -0.006549      6 2021-01-01
4701          Technology            BOB Capital Markets Ltd.         -0.007439      2 2021-01-01
4702          Technology                  Geojit BNP Paribas          0.041427      2 2021-01-01
4703          Technology            ICICI Securities Limited         -0.000064     11 2021-01-01
4704          Technology                        IDBI Capital         -0.034743      2 2021-01-01
4705          Technology                      LKP Securities          0.028618      1 2021-01-01
4706          Technology                       Motilal Oswal         -0.025052      2 2021-01-01
4707          Technology                 Prabhudas Lilladhar         -0.042567      3 2021-01-01
4708          Technology                           Sharekhan         -0.008165      1 2021-01-01
4709  Telecommunications                         Axis Direct          0.004566      1 2021-01-01
4710  Telecommunications                  Geojit BNP Paribas          0.013676      1 2021-01-01
4711  Telecommunications            ICICI Securities Limited          0.004566      1 2021-01-01
4712  Telecommunications                        IDBI Capital         -0.004566      1 2021-01-01
4713  Telecommunications                 Prabhudas Lilladhar         -0.048195      2 2021-01-01
4714      Transportation            BOB Capital Markets Ltd.         -0.021378      2 2021-01-01
4715      Transportation                 Prabhudas Lilladhar         -0.007853      1 2021-01-01
4716             Unknown                         Axis Direct          0.002083      1 2021-01-01
4717             Unknown            BOB Capital Markets Ltd.          0.026327      2 2021-01-01
4718             Unknown                 Chola Wealth Direct         -0.003155      1 2021-01-01
4719             Unknown                           Edelweiss         -0.004242      1 2021-01-01
4720             Unknown                  Geojit BNP Paribas         -0.003155      1 2021-01-01
4721             Unknown            ICICI Securities Limited          0.028059      4 2021-01-01
4722             Unknown                       Motilal Oswal         -0.020348      1 2021-01-01
4723           Utilities                           Sharekhan          0.004980      1 2021-01-01
4724         Agriculture                         Axis Direct          0.009899      1 2021-02-01
4725         Agriculture                 Chola Wealth Direct          0.005067      1 2021-02-01
4726         Agriculture            ICICI Securities Limited         -0.009899      1 2021-02-01
4727      Consumer Goods                         Axis Direct         -0.009081      2 2021-02-01
4728      Consumer Goods            BOB Capital Markets Ltd.          0.174286      1 2021-02-01
4729      Consumer Goods                           Edelweiss         -0.017533      2 2021-02-01
4730      Consumer Goods                  Geojit BNP Paribas         -0.009014      4 2021-02-01
4731      Consumer Goods                     HDFC Securities         -0.024217      1 2021-02-01
4732      Consumer Goods            ICICI Securities Limited         -0.004745      6 2021-02-01
4733      Consumer Goods                        IDBI Capital          0.003259      5 2021-02-01
4734      Consumer Goods                       Motilal Oswal         -0.007644      7 2021-02-01
4735      Consumer Goods                 Prabhudas Lilladhar          0.003803      3 2021-02-01
4736              Energy                     Ashika Research         -0.003119      1 2021-02-01
4737              Energy                         Axis Direct         -0.013226      4 2021-02-01
4738              Energy            BOB Capital Markets Ltd.         -0.043067      3 2021-02-01
4739              Energy                           Edelweiss         -0.006458      2 2021-02-01
4740              Energy                  Geojit BNP Paribas          0.001517      4 2021-02-01
4741              Energy            ICICI Securities Limited          0.000934      9 2021-02-01
4742              Energy                        IDBI Capital          0.003275      2 2021-02-01
4743              Energy                       Motilal Oswal          0.012172      6 2021-02-01
4744              Energy                 Prabhudas Lilladhar          0.068588      1 2021-02-01
4745             Finance                     Ashika Research          0.005479      1 2021-02-01
4746             Finance                         Axis Direct          0.002635     12 2021-02-01
4747             Finance            BOB Capital Markets Ltd.          0.030551      2 2021-02-01
4748             Finance                           BP Wealth         -0.023129      1 2021-02-01
4749             Finance                 Chola Wealth Direct         -0.023881      5 2021-02-01
4750             Finance                           Edelweiss          0.014684      2 2021-02-01
4751             Finance                  Geojit BNP Paribas         -0.005598     25 2021-02-01
4752             Finance            ICICI Securities Limited         -0.008987     19 2021-02-01
4753             Finance                        IDBI Capital          0.010902      7 2021-02-01
4754             Finance                               Karvy         -0.007021      1 2021-02-01
4755             Finance                      LKP Securities         -0.012919      3 2021-02-01
4756             Finance    Monarch Networth Capital Limited         -0.017618      3 2021-02-01
4757             Finance                       Motilal Oswal          0.016544      8 2021-02-01
4758             Finance                 Prabhudas Lilladhar          0.003364      8 2021-02-01
4759          Healthcare                         Axis Direct          0.010072      4 2021-02-01
4760          Healthcare            BOB Capital Markets Ltd.          0.001501      1 2021-02-01
4761          Healthcare                           BP Wealth          0.004150      1 2021-02-01
4762          Healthcare                           Edelweiss         -0.003438      6 2021-02-01
4763          Healthcare                  Geojit BNP Paribas          0.005066     14 2021-02-01
4764          Healthcare                     HDFC Securities          0.001832      1 2021-02-01
4765          Healthcare            ICICI Securities Limited         -0.008927     18 2021-02-01
4766          Healthcare                        IDBI Capital          0.002491      2 2021-02-01
4767          Healthcare                       Motilal Oswal         -0.004589     14 2021-02-01
4768          Healthcare                 Prabhudas Lilladhar         -0.006627     17 2021-02-01
4769       Manufacturing                         Axis Direct         -0.005235     11 2021-02-01
4770       Manufacturing            BOB Capital Markets Ltd.         -0.004030      8 2021-02-01
4771       Manufacturing                       CD Equisearch         -0.007206      1 2021-02-01
4772       Manufacturing                 Chola Wealth Direct          0.008216      8 2021-02-01
4773       Manufacturing                           Edelweiss          0.002551      9 2021-02-01
4774       Manufacturing                  Geojit BNP Paribas         -0.004130     20 2021-02-01
4775       Manufacturing            ICICI Securities Limited          0.000384     26 2021-02-01
4776       Manufacturing                        IDBI Capital         -0.012982      8 2021-02-01
4777       Manufacturing                      LKP Securities         -0.003606      2 2021-02-01
4778       Manufacturing    Monarch Networth Capital Limited          0.005717      3 2021-02-01
4779       Manufacturing                       Motilal Oswal         -0.001668     12 2021-02-01
4780       Manufacturing                 Prabhudas Lilladhar          0.009002      9 2021-02-01
4781       Manufacturing                          Way2Wealth         -0.009404      1 2021-02-01
4782         Real Estate                 Chola Wealth Direct         -0.002679      1 2021-02-01
4783         Real Estate            ICICI Securities Limited          0.030624      1 2021-02-01
4784         Real Estate                       Motilal Oswal          0.095740      2 2021-02-01
4785          Technology                         Axis Direct          0.000010      8 2021-02-01
4786          Technology                 Chola Wealth Direct         -0.018669      3 2021-02-01
4787          Technology                           Edelweiss         -0.022989      2 2021-02-01
4788          Technology                  Geojit BNP Paribas         -0.009876     11 2021-02-01
4789          Technology            ICICI Securities Limited          0.009837     19 2021-02-01
4790          Technology                        IDBI Capital          0.010926      2 2021-02-01
4791          Technology                      LKP Securities         -0.008528      2 2021-02-01
4792          Technology                       Motilal Oswal          0.007970      7 2021-02-01
4793          Technology                 Prabhudas Lilladhar         -0.013093      9 2021-02-01
4794          Technology                          Way2Wealth         -0.035561      1 2021-02-01
4795  Telecommunications            ICICI Securities Limited         -0.005090      1 2021-02-01
4796  Telecommunications                      LKP Securities         -0.143936      1 2021-02-01
4797  Telecommunications                       Motilal Oswal         -0.143936      1 2021-02-01
4798  Telecommunications                 Prabhudas Lilladhar         -0.005090      1 2021-02-01
4799             Unknown                         Axis Direct         -0.008164      1 2021-02-01
4800             Unknown                  Geojit BNP Paribas         -0.019421      2 2021-02-01
4801             Unknown            ICICI Securities Limited         -0.013795      4 2021-02-01
4802             Unknown                               Karvy         -0.001136      1 2021-02-01
4803             Unknown                 Prabhudas Lilladhar         -0.011722      2 2021-02-01
4804           Utilities                         Axis Direct          0.011110      1 2021-02-01
4805           Utilities            BOB Capital Markets Ltd.         -0.012759      2 2021-02-01
4806           Utilities                  Geojit BNP Paribas         -0.012749      1 2021-02-01
4807           Utilities            ICICI Securities Limited         -0.010860      2 2021-02-01
4808           Utilities                        IDBI Capital         -0.011110      1 2021-02-01
4809           Utilities                 Prabhudas Lilladhar          0.004888      1 2021-02-01
4810      Consumer Goods                         Axis Direct         -0.009621      2 2021-03-01
4811      Consumer Goods            BOB Capital Markets Ltd.         -0.038068      1 2021-03-01
4812      Consumer Goods                       Motilal Oswal         -0.019484      2 2021-03-01
4813              Energy                           Edelweiss         -0.003813      1 2021-03-01
4814             Finance                         Axis Direct         -0.003861      5 2021-03-01
4815             Finance                           Edelweiss          0.001822      3 2021-03-01
4816             Finance                     HDFC Securities          0.013352      2 2021-03-01
4817             Finance            ICICI Securities Limited         -0.009889      5 2021-03-01
4818             Finance                      LKP Securities          0.002094      2 2021-03-01
4819             Finance                       Motilal Oswal         -0.004362      4 2021-03-01
4820             Finance                 Prabhudas Lilladhar          0.008738     11 2021-03-01
4821          Healthcare                     Ashika Research          0.013516      1 2021-03-01
4822          Healthcare                           Edelweiss         -0.031076      1 2021-03-01
4823          Healthcare                  Geojit BNP Paribas          0.017153      1 2021-03-01
4824          Healthcare            ICICI Securities Limited         -0.003576      1 2021-03-01
4825          Healthcare                       Motilal Oswal         -0.012536      1 2021-03-01
4826          Healthcare                 Prabhudas Lilladhar         -0.019719      2 2021-03-01
4827       Manufacturing            BOB Capital Markets Ltd.          0.003335      1 2021-03-01
4828       Manufacturing                       CD Equisearch          0.024037      1 2021-03-01
4829       Manufacturing                  Geojit BNP Paribas         -0.023222      1 2021-03-01
4830       Manufacturing            ICICI Securities Limited          0.004926      3 2021-03-01
4831       Manufacturing    Monarch Networth Capital Limited         -0.005966      1 2021-03-01
4832       Manufacturing                       Motilal Oswal          0.007626      4 2021-03-01
4833       Manufacturing                 Prabhudas Lilladhar          0.002465      2 2021-03-01
4834          Technology            ICICI Securities Limited          0.011612      1 2021-03-01
4835          Technology                       Motilal Oswal         -0.016564      2 2021-03-01
4836          Technology                 Prabhudas Lilladhar         -0.010455      4 2021-03-01
4837  Telecommunications                       Motilal Oswal         -0.001067      1 2021-03-01
4838             Unknown                 Prabhudas Lilladhar          0.014756      1 2021-03-01
4839      Consumer Goods                     Ashika Research         -0.030783      1 2021-04-01
4840      Consumer Goods                         Axis Direct          0.002438      4 2021-04-01
4841      Consumer Goods            ICICI Securities Limited         -0.017507      2 2021-04-01
4842      Consumer Goods                        IDBI Capital          0.009756      3 2021-04-01
4843      Consumer Goods                       Motilal Oswal          0.000895      6 2021-04-01
4844      Consumer Goods                 Prabhudas Lilladhar         -0.023240      1 2021-04-01
4845              Energy                     Ashika Research         -0.068208      1 2021-04-01
4846              Energy                         Axis Direct         -0.033226      1 2021-04-01
4847              Energy                 Prabhudas Lilladhar         -0.059755      1 2021-04-01
4848             Finance                         AUM Capital         -0.006203      1 2021-04-01
4849             Finance                     Ashika Research         -0.054188      1 2021-04-01
4850             Finance                         Axis Direct         -0.009966     18 2021-04-01
4851             Finance            BOB Capital Markets Ltd.         -0.010686     14 2021-04-01
4852             Finance                           Edelweiss          0.016243      6 2021-04-01
4853             Finance                               Emkay         -0.023579      1 2021-04-01
4854             Finance                  Geojit BNP Paribas          0.004302      8 2021-04-01
4855             Finance            ICICI Securities Limited          0.004787     16 2021-04-01
4856             Finance                        IDBI Capital         -0.000345     10 2021-04-01
4857             Finance                      LKP Securities          0.000436      6 2021-04-01
4858             Finance    Monarch Networth Capital Limited          0.001360      2 2021-04-01
4859             Finance                       Motilal Oswal          0.000273     13 2021-04-01
4860             Finance                 Prabhudas Lilladhar         -0.002095     13 2021-04-01
4861             Finance                             Ventura         -0.001767      1 2021-04-01
4862          Healthcare                         Axis Direct         -0.016970      2 2021-04-01
4863          Healthcare                           Edelweiss          0.034481      4 2021-04-01
4864          Healthcare                       Motilal Oswal         -0.006520      2 2021-04-01
4865       Manufacturing                         Axis Direct         -0.002448      2 2021-04-01
4866       Manufacturing            BOB Capital Markets Ltd.          0.027991      1 2021-04-01
4867       Manufacturing                  Geojit BNP Paribas          0.000888      2 2021-04-01
4868       Manufacturing            ICICI Securities Limited         -0.000301      8 2021-04-01
4869       Manufacturing                        IDBI Capital          0.006775      3 2021-04-01
4870       Manufacturing                       Motilal Oswal          0.023635      2 2021-04-01
4871       Manufacturing                 Prabhudas Lilladhar         -0.000095      2 2021-04-01
4872          Technology                         Axis Direct         -0.001150      4 2021-04-01
4873          Technology            BOB Capital Markets Ltd.         -0.011712      1 2021-04-01
4874          Technology                  Geojit BNP Paribas          0.011786      1 2021-04-01
